Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,Title Characters,SEO Description,CONTENT (product.metafields.custom.content),GSM (product.metafields.custom.gsm),Description Characters,KNIT STYLE (product.metafields.custom.knit_style),OUNCE (product.metafields.custom.ounce),SHADE (product.metafields.custom.shade),Sustainable Blends (product.metafields.custom.sustainable_blends),FABRIC (product.metafields.custom.type),USAGE (product.metafields.custom.usage),WIDTH (product.metafields.custom.width),Folder (product.metafields.custom.folder),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Suitable for material type (product.metafields.shopify.suitable-for-material-type),Suitable space (product.metafields.shopify.suitable-space),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
poly-cotton-lycra-jacqurd-rib,Poly Cotton Lycra Jacqurd Rib,"<p><span>A medium-weight (270 GSM) 60% cotton 40% poly rib fabric by Texongo, offering comfort, durability, and a refined finish. Suitable for versatile apparel applications with a soft hand feel and excellent wearability.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,FALSE,Title,Default Title,,,,,,,,SCH5270,1000,shopify,0,continue,manual,999,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1mjs3ih1SuNiUuhxzPGXcVIN8TF5ODaN0,1,Poly Cotton Lycra Jacqurd Rib,FALSE,,,,60%-COTTON-40%-POLY,270,,RIB,7.96,GREY-&-WHITE,,POLY-COTTON-LYCRA-JACQURD-RIB,"Neckbands,-Cuffs,-Waistbands,-Tops,-Dresses,-Fitted-Garments",62-inches-/-182-cm,1,,,,,,kg,,,draft
poly-cotton-lycra-jacqurd-rib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1dlMl6gU1yDTidHWJ22FstiFlV3Qfru_d,2,Poly Cotton Lycra Jacqurd Rib,,,,,,,,,,,,,,,,,,,,,,,,
yarn-dyed-cotton-spandex-terry-stripe,Yarn Dyed Cotton Spandex Terry Stripe,"<p><span>A medium-weight (200 GSM) 95% cotton 5% spandex french terry fabric by Texongo, designed with a smooth and even knit construction. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,SCH5271,1000,shopify,10,continue,manual,1199,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1vk0N9ZMQyu6JnT2s_N1asoMxN8PcwAd7,1,Yarn Dyed Cotton Spandex Terry Stripe,FALSE,Yarn Dyed Cotton Spandex Terry Stripe | Texongo,47,"Shop 200 GSM cotton spandex blend french terry fabric in black and white by Texongo. Soft and drapey for dresses, sweatshirts, skirts and apparel.",95%-COTTON-5%-LYCRA,200,146,FRENCH TERRY,5.9,BLACK-&-WHITE,,YARN-DYED-COTTON-LYCRA-TERRY-STRIPE,"sweatshirt,-T-shirt-,-dresses,-Skirts",70-inches-/-206-cm,1,,,,,,kg,,,active
yarn-dyed-cotton-spandex-terry-stripe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1--f3SKl27qBI_aMXffpdrYc-erhPvCC9,2,Yarn Dyed Cotton Spandex Terry Stripe,,,,,,,,,,,,,,,,,,,,,,,,
yarn-dyed-cotton-spandex-terry-stripe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1OU2xTOgWkcgA7uqLSngZKHVqeIn6S3wu,3,Yarn Dyed Cotton Spandex Terry Stripe,,,,,,,,,,,,,,,,,,,,,,,,
yarn-dyed-cotton-spandex-terry-stripe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1rhIrtImefApcgG560AoOAfiURAYUej_t,4,Yarn Dyed Cotton Spandex Terry Stripe,,,,,,,,,,,,,,,,,,,,,,,,
polyester-cotton-jacquard-pique-stripe,Polyester Cotton Jacquard Pique Stripe,"<p><span>A medium-weight (240 GSM) 60% cotton 40% polyester jacquard fabric by Texongo, featuring an engineered jacquard texture. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,SCH5272,1000,shopify,17,continue,manual,1299,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=11HT-wiW9QZuQTOU53g-_PQmu1shLXdKV,1,Polyester Cotton Jacquard Pique Stripe,FALSE,Poly Cotton Jacquard Pique Stripe Fabric | Texongo,50,"Shop 240 GSM cotton polyester blend jacquard fabric in green and white by Texongo. Soft and drapey for tops, dresses, co-ords and premium apparel.",60%-COTTON-40%-POLY,240,146,JACQUARD,7.08,GREEN-&-WHITE,,POLY-COTTON-JACQUARD-PIQUE-STRIPE,"Tops,-Co-ords-,-T-shirt-,-Dresses,-Polo",68-inches-/-200-cm,1,,,,,,kg,,,active
polyester-cotton-jacquard-pique-stripe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1V4TX4iOYqaLwUC-8vNa6-jNhQlNK3mBP,2,Polyester Cotton Jacquard Pique Stripe,,,,,,,,,,,,,,,,,,,,,,,,
polyester-cotton-jacquard-pique-stripe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1NqXL8wSvQEzc0cXlLCHgqOYa-NOqaQc_,3,Polyester Cotton Jacquard Pique Stripe,,,,,,,,,,,,,,,,,,,,,,,,
polyester-cotton-jacquard-pointelle-stripe,Polyester Cotton Jacquard Pointelle Stripe,"<p><span>A medium-weight (200 GSM) 60% cotton 40% polyester jacquard fabric by Texongo, featuring an engineered jacquard texture. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,SCH5273,1000,shopify,19,continue,manual,1299,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1eeZgDQwQlJKa-_yoSJ3Y_-GUFXqzCOSu,1,Polyester Cotton Jacquard Pointelle Stripe,FALSE,Poly Cotton Jacquard Pointelle Stripe | Texongo,47,"Shop 200 GSM cotton polyester blend jacquard fabric in black and white by Texongo. Soft and drapey for tops, dresses, co-ords and premium apparel.",60%-COTTON-40%-POLY,200,146,JACQUARD,5.9,BLACK-&-WHITE,,POLY-COTTON-JACQUARD-POINTELLE-STRIPE,"Tops,-Co-ords-,-T-shirt-,-Dresses",58-inches-/-171-cm,1,,,,,,kg,,,active
polyester-cotton-jacquard-pointelle-stripe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=15pjZhoyBszzMCYPp1Y8QlcB8_qmrLWrp,2,Polyester Cotton Jacquard Pointelle Stripe,,,,,,,,,,,,,,,,,,,,,,,,
polyester-cotton-jacquard-pointelle-stripe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1VBlZPFrLYU55sOgsXLQMG0Qza9KH8Rh2,3,Polyester Cotton Jacquard Pointelle Stripe,,,,,,,,,,,,,,,,,,,,,,,,
cotton-jacquard-stripe-terry,Cotton Jacquard Stripe Terry,"<p><span>A medium-weight (340 GSM) 100% cotton french terry fabric by Texongo, featuring an engineered jacquard texture. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,SCH5274,1000,shopify,14,continue,manual,1199,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1yhYbI6Z9427Gdx1cpO4qXovitgD9Ev2A,1,Cotton Jacquard Stripe Terry,FALSE,Cotton Jacquard Stripe Terry Fabric | Texongo,45,"Shop 340 GSM 100% cotton french terry fabric in navy and white by Texongo. Soft and drapey for co-ords, hoodies, sweatshirts and premium apparel.",100%-COTTON,340,145,FRENCH TERRY,10.03,NAVY-&-WHITE,,COTTON-JACQUARD-S/J-STRIPE-TERRY,"Sweatshirt,-Hoodie,-Cargo,-Co-ords,-T--shirt",60-inches-/-176-cm,1,,,,,,kg,,,active
cotton-jacquard-stripe-terry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1CNO2xUQSEEwBeMDc4L-ST-jkPwIL-fC7,2,Cotton Jacquard Stripe Terry,,,,,,,,,,,,,,,,,,,,,,,,
polyester-cotton-jacqaurd-terry,Polyester Cotton Jacqaurd Terry,"<p><span>A medium-weight (254 GSM) 60% cotton 40% polyester jacquard fabric by Texongo, designed with a smooth and even knit construction. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,FALSE,Title,Default Title,,,,,,,,SCH5276,1000,shopify,3,continue,manual,1299,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1M4hdoP2TM3j2vjxEsZnJHFrBa1KWQa51,1,Polyester Cotton Jacqaurd Terry,FALSE,Poly Cotton Jacqaurd Terry Fabric | Texongo,43,"Shop 254 GSM cotton polyester blend jacquard fabric in grey and white by Texongo. Soft and drapey for tops, dresses, co-ords and premium apparel.",60%-COTTON-40%-POLY,254,145,JACQUARD,7.49,GREY-&-WHITE,,POLY-COTTON-JACQAURD-TERRY,"Tops,-Co-ords-,-Dresses-,-Hoodie-,-Sweatshirt",66-inches-/-194-cm,1,,,,,,kg,,,draft
polyester-cotton-jacqaurd-terry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=13EgiGLDmQ56rhQU1uNEosr1mGSwTIFlt,2,Polyester Cotton Jacqaurd Terry,,,,,,,,,,,,,,,,,,,,,,,,
polyester-cotton-jacquard-terry-stripe,Polyester Cotton Jacquard Terry Stripe,"<p><span>A medium-weight (305 GSM) 60% cotton 40% polyester french terry fabric by Texongo, featuring an engineered jacquard texture. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,FALSE,Title,Default Title,,,,,,,,SCH5277,1000,shopify,0,continue,manual,1299,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1mXTZb9N8-jdf2Qt-s9hnstictiOVLWVY,1,Polyester Cotton Jacquard Terry Stripe,FALSE,Poly Cotton Jacquard Terry Stripe Fabric | Texongo,50,"Shop 305 GSM cotton polyester blend french terry fabric in multicolor by Texongo. Soft and drapey for tops, co-ords, hoodies and premium apparel.",60%-COTTON-40%-POLY,305,145,FRENCH TERRY,9,MULTICOLOR,,POLY-COTTON-JACQUARD-TERRY-STRIPE,"Sweatshirt,-Hoodie,-Cargo,-Co-ords,-Tops",84-inches-/-247-cm,1,,,,,,kg,,,draft
polyester-cotton-jacquard-terry-stripe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1UEzlJ-PzkxQDgYhK1Cp-R8sBFmoRSkqT,2,Polyester Cotton Jacquard Terry Stripe,,,,,,,,,,,,,,,,,,,,,,,,
polyester-cotton-jacquard-terry-stripe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1knESJ5U8hiqZQJqmXbPAABg2f6vEMtej,3,Polyester Cotton Jacquard Terry Stripe,,,,,,,,,,,,,,,,,,,,,,,,
polyester-jacquard-pique,Polyester Jacquard Pique,"<p><span>A medium-weight (185 GSM) 60% cotton 40% polyester pique fabric by Texongo, featuring an engineered jacquard texture. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,SCH5278,1000,shopify,13,continue,manual,1199,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1aDg67HG_0uZEvHntQ2V1pCMvdTg7OrUX,1,Polyester Jacquard Pique,FALSE,Polyester Jacquard Pique Fabric | Texongo,41,"Shop 185 GSM cotton polyester blend pique fabric in grey and white by Texongo. Soft and drapey for dresses, sweatshirts, skirts and premium apparel.",60%-COTTON-40%-POLY,185,148,PIQUE,5.46,GREY-&-WHITE,,POLY-JACQUARD-PIQUE,"sweatshirt,-T-shirt-,-dresses,-Skirts",76-inches-/-223-cm,1,,,,,,kg,,,active
polyester-jacquard-pique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1qiY_UfD6-Rs6GawSyDDmZCto-I5e59iB,2,Polyester Jacquard Pique,,,,,,,,,,,,,,,,,,,,,,,,
polyester-jacquard-pique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1aTEQNsukxrnR36fZa_vHV-N-0Fnk8rXe,3,Polyester Jacquard Pique,,,,,,,,,,,,,,,,,,,,,,,,
cotton-lycra-y-d-terry,Cotton Lycra Y/D Terry,"<p><span>A medium-weight (270 GSM) 95% cotton 5% spandex french terry fabric by Texongo, designed with a smooth and even knit construction. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,SCH5279,1000,shopify,11,continue,manual,1099,,TRUE,TRUE,,,,,,,,,FALSE,,,,95%-COTTON-5%-LYCRA,270,,FRENCH TERRY,7.96,NAVY-&-GREY,,COTTON-LYCRA-Y/D-TERRY,"T-shirt-,-Sweatshirt-,-Jumpsuit-,-Co-ords",66-inches-/-194-cm,1,,,,,,kg,,,active
polyester-cotton-jacquard-terry-2,Polyester Cotton Jacquard Terry,"<p><span>A medium-weight (155 GSM) 60% cotton 40% polyester french terry fabric by Texongo, featuring an engineered jacquard texture. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,SCH5280,1000,shopify,19,continue,manual,799,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1gbYYye4wyPevPN-V8DC9fQW4jYOaQYUX,1,Polyester Cotton Jacquard Terry,FALSE,Poly Cotton Jacquard Terry Fabric | Texongo,43,"Shop 155 GSM cotton polyester blend french terry fabric in black white by Texongo. Soft and drapey for tops, dresses, co-ords and premium apparel.",60%-COTTON-40%-POLY,155,146,FRENCH TERRY,4.57,BLACK-WHITE,,POLY-COTTON-JACQUARD-TERRY,"Tops,-Co-ords-,-T-shirt-,-Dresses",67-inches-/-197-cm,1,,,,,,kg,,,active
polyester-cotton-jacquard-terry-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=12zaxUPIuIWzHzfZzCiB2LbRLPIiXZDGj,2,Polyester Cotton Jacquard Terry,,,,,,,,,,,,,,,,,,,,,,,,
polyester-cotton-jacquard-terry-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1F-N82rY83Tfa6WC2u0R4aZRPrPzQLWyf,3,Polyester Cotton Jacquard Terry,,,,,,,,,,,,,,,,,,,,,,,,
y-d-polyester-cotton-jacquard,Y/D Polyester Cotton Jacquard,"<p><span>A medium-weight (255 GSM) 60% cotton 40% polyester jacquard fabric by Texongo, featuring an engineered jacquard texture. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,SCH5281,1000,shopify,14,continue,manual,1299,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1Yk8DE-QwOGdE7JylQk9Fj4HBO_y2SjpH,1,Y/D Polyester Cotton Jacquard,FALSE,Yarn Dyed Poly Cotton Jacquard Fabric | Texongo,47,"Shop 255 GSM cotton polyester blend jacquard fabric in multicolor by Texongo. Soft and drapey for tops, dresses, co-ords and premium apparel.",60%-COTTON-40%-POLY,255,141,JACQUARD,7.52,MULTICOLOR,,Y/D-POLY-COTTON-JACQUARD,"Tops,-Co-ords-,-T-shirt-,-Dresses",56-inches-/-165-cm,1,,,,,,kg,,,active
y-d-polyester-cotton-jacquard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1hOAJTkioMgyu02WsFheo7m5w2ItbpHhN,2,Y/D Polyester Cotton Jacquard,,,,,,,,,,,,,,,,,,,,,,,,
cotton-1x1-pointelle-rib-2,Cotton 1x1 Pointelle Rib,"<p><span>A medium-weight (210 GSM) 100% cotton rib fabric by Texongo, designed with a smooth and even knit construction. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,SCH5275,1000,shopify,21,continue,manual,1299,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1hGY_aIhJd8M1n3o6FdhwyIgVWfDxkqm1,1,Cotton 1x1 Pointelle Rib,FALSE,Black Cotton 1x1 Pointelle Rib Fabric | Texongo,47,"Shop 210 GSM 100% cotton rib fabric in black by Texongo. Soft, breathable and drapey for tops, dresses, co-ords and premium apparel for fashionwear.",100%-COTTON,210,148,RIB,6.19,BLACK,,1X1-COTTON-POINTELLE-RIB,"Tops,-Co-ords-,-T-shirt-,-Dresses,-Skirts",78-inches-/-229-cm,2,,,,,,kg,,,active
cotton-1x1-pointelle-rib-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1Sh7QfhUfAcfjodH3d-bqACrwSyJCu94-,2,Cotton 1x1 Pointelle Rib,,,,,,,,,,,,,,,,,,,,,,,,
cotton-1x1-pointelle-rib-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1bvA6T8uF5GQFBqH2ZX69hqwhOc0UOX_k,3,Cotton 1x1 Pointelle Rib,,,,,,,,,,,,,,,,,,,,,,,,
polyester-viscose-jacquard-single-jersey,Polyester Viscose Jacquard Single Jersey,"<p><span>A medium-weight (180 GSM) 60% viscose 40% polyester single jersey fabric by Texongo, featuring an engineered jacquard texture. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,SCH5282,1000,shopify,11,continue,manual,1199,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1iuBAK5PpFKixg2EuUxqJaaPt02x-I6fp,1,Polyester Viscose Jacquard Single Jersey,FALSE,Poly Viscose Jacquard Jersey Fabric | Texongo,45,"Shop 180 GSM polyester viscose blend single jersey fabric in print by Texongo. Soft and drapey for tops, dresses, co-ords and premium apparel.",60%-VISCOSE-40%-POLY,180,142,SINGLE JERSEY,5.31,PRINT,,POLY-VISCOSE-JACQUARD-S/J,"Tops,-Co-ords-,-T-shirt-,-Dresses",68-inches-/-200-cm,2,,,,,,kg,,,active
polyester-viscose-jacquard-single-jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1rAgOUO5zrNovuEByuO5VtN2fGLNIwE4n,2,Polyester Viscose Jacquard Single Jersey,,,,,,,,,,,,,,,,,,,,,,,,
polyester-viscose-jacquard-single-jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1JVSkPKpXXjUtANiIIQjck86uJxwVasgc,3,Polyester Viscose Jacquard Single Jersey,,,,,,,,,,,,,,,,,,,,,,,,
polyester-cotton-pointelle-rib,Polyester Cotton Pointelle Rib,"<p><span>A medium-weight (210 GSM) 60% cotton 40% polyester rib fabric by Texongo, designed with a smooth and even knit construction. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,SCH5283,1000,shopify,11,continue,manual,1399,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1ugkDJtfwirux4ZC64eCfhzIKNSPN_ta4,1,Polyester Cotton Pointelle Rib,FALSE,Purple Poly Cotton Pointelle Rib Fabric | Texongo,49,"Shop 210 GSM cotton polyester blend rib fabric in purple by Texongo. Soft, breathable and drapey for tops, dresses, co-ords and premium apparel.",60%-COTTON-40%-POLY,210,144,RIB,6.19,PURPLE,,POLY-COTTON-POINTEL-RIB,"Tops,-Co-ords-,-T-shirt-,-Dresses,-Skirts",78-inches-/-229-cm,2,,,,,,kg,,,active
polyester-cotton-pointelle-rib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=15MH4oH_th648s1haRGPI0W31Rhtiz97j,2,Polyester Cotton Pointelle Rib,,,,,,,,,,,,,,,,,,,,,,,,
polyester-cotton-pointelle-rib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1WateIttjVvX86_yCfg_9bk6OuGTWCNtP,3,Polyester Cotton Pointelle Rib,,,,,,,,,,,,,,,,,,,,,,,,
polyester-cotton-jacquard-single-jersey,Polyester Cotton Jacquard Single Jersey,"<p><span>A medium-weight (195 GSM) 60% cotton 40% polyester jacquard fabric by Texongo, featuring an engineered jacquard texture. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,SCH5284,1000,shopify,15,continue,manual,1199,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1mhHF8QzES3uS9I6vIxzJOSqRtph6QFkA,1,Polyester Cotton Jacquard Single Jersey,FALSE,Poly Cotton Jacquard Jersey Fabric | Texongo,44,"Shop 195 GSM cotton polyester blend jacquard fabric in navy white by Texongo. Soft and drapey for dresses, co-ords, polos and premium apparel.",60%-COTTON-40%-POLY,195,142,JACQUARD,5.75,NAVY-WHITE,,POLY-COTTON-JACQUARD-S/J,"Polo,-Dresses,-Co--rods,-Skirts-,-T-shirt",71-inches-/-209-cm,2,,,,,,kg,,,active
polyester-cotton-jacquard-single-jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1gydTBL8A3iaGWodRPvX_L_i4dPk19in6,2,Polyester Cotton Jacquard Single Jersey,,,,,,,,,,,,,,,,,,,,,,,,
polyester-cotton-jacquard-single-jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1GksGUFb8j2euwEA0MR5CK-cOAGtmkZVW,3,Polyester Cotton Jacquard Single Jersey,,,,,,,,,,,,,,,,,,,,,,,,
polyester-cotton-pointelle-rib-2,Polyester Cotton Pointelle Rib,"<p><span>A medium-weight (220 GSM) 60% cotton 40% polyester rib fabric by Texongo, designed with a smooth and even knit construction. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,SCH5285,1000,shopify,26,continue,manual,1199,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1fPIUZ0rYVmxEI2iP70o2SStskZAGFYBX,1,Polyester Cotton Pointelle Rib,FALSE,Blue Poly Cotton Pointelle Rib Fabric | Texongo,47,"Shop 220 GSM cotton polyester blend rib fabric in blue by Texongo. Soft, breathable and drapey for tops, dresses, co-ords and premium apparel.",60%-COTTON-40%-POLY,220,142,RIB,6.49,BLUE,,POLY-COTTON-POINTEL-RIB,"Tops,-Co-ords-,-T-shirt-,-Dresses,-Skirts",71-inches-/-209-cm,2,,,,,,kg,,,active
polyester-cotton-pointelle-rib-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1dE1XZYt_TPy3rRlnsJlufKbW7b8knXVl,2,Polyester Cotton Pointelle Rib,,,,,,,,,,,,,,,,,,,,,,,,
polyester-cotton-pointelle-rib-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=18FaU5_YppkMiFphZaBhh-YL0-uR2BNmp,3,Polyester Cotton Pointelle Rib,,,,,,,,,,,,,,,,,,,,,,,,
poly-cotton-pointel-rib,Poly Cotton Pointel Rib,"<p><span>A medium-weight (215 GSM) 60% cotton 40% poly rib fabric by Texongo, offering comfort, durability, and a refined finish. Suitable for versatile apparel applications with a soft hand feel and excellent wearability.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,FALSE,Title,Default Title,,,,,,,,SCH5286,1000,shopify,0,continue,manual,999,,TRUE,TRUE,,,,,,,,,FALSE,,,,60%-COTTON-40%-POLY,215,,RIB,6.34,GREEN,,POLY-COTTON-POINTEL-RIB,"Neckbands,-Cuffs,-Waistbands,-Tops,-Dresses,-Fitted-Garments",76-inches-/-223-cm,2,,,,,,kg,,,draft
polyester-cotton-jacquard-terry-4,Polyester Cotton Jacquard Terry,"<p><span>A medium-weight (260 GSM) 60% cotton 40% polyester french terry fabric by Texongo, featuring an engineered jacquard texture. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,FALSE,Title,Default Title,,,,,,,,SCH5287,1000,shopify,5,continue,manual,1199,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1P5S24XxAY_zC7yyVavgk1rEOhz5khNEd,1,Polyester Cotton Jacquard Terry,FALSE,Poly Cotton Jacquard Terry Fabric | Texongo,43,"Shop 260 GSM cotton polyester blend terry fabric in off white black stripe by Texongo. Soft and drapey for dresses, hoodies, sweatshirts and apparel.",60%-COTTON-40%-POLY,260,149,FRENCH TERRY,7.67,OFF-WHITE-BLACK-STRIPE,,POLY-COTTON-JACQUARD-TERRY,"T---shirt-,-Sweatshirt-,-Dresses,-Cargo,-Hoodie",68-inches-/-200-cm,2,,,,,,kg,,,draft
polyester-cotton-jacquard-terry-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1MUvry1SkPvri0_Pez4BKgw-IbH2KiBGf,2,Polyester Cotton Jacquard Terry,,,,,,,,,,,,,,,,,,,,,,,,
polyester-cotton-jacquard-terry-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1HqtXjeLC0bMXg1_QCV8TBw83vPP0_aai,3,Polyester Cotton Jacquard Terry,,,,,,,,,,,,,,,,,,,,,,,,
